id,abany,abdefctw,abdefect,abhlth,abnomore,abpoor,abpoorw,abrape,age,anydoc,attend,born,childs,class,cohort,condom,conmedic,consci,degree,doc1,doc10,doc11,doc12,doc13,doc14,doc15,doc16,doc17,doc18,doc19,doc2,doc20,doc3,doc4,doc5,doc6,doc7,doc8,doc9,doclist,docsui,educ,fund,fund16,godoc,harmgood,health,hlthinsr,hmo1,hmo2,hmo3,hmo4,hmo5,hmo6,hmo7,hospice,income98,knwnproz,letdie1,marital,natdrug,natdrugy,natheal,nathealy,notreat,nummen,numwomen,painmed,partners,partnrs5,partyid,polviews,proz1,proz2,proz3,proz4,proz5,proz6,proz7,proz8,proz9,prozac,prozfor1,prozfor2,prozfor3,prozkid1,prozkid2,prozkid3,prozslf1,prozslf2,prozslf3,prozslf4,psycdrct,psycfdoc,psyckid1,psyckid2,psyckid3,psycmed1,psycmed2,psycmed3,psycmed4,psycmed5,psycmed6,psycmed7,psycpsyc,pubagncy,race,reg16,region,relatsex,relig,relig16,religid,religkid,reliten,res16,rightref,rincom98,sei,sex,sexfreq,sexsex,sexsex5,size,srcbelt,stress,suicide1,suicide2,suicide3,suicide4,termecon,termemot,terminal,termpain,termpay,termrel,termvig,testdrug,trustsci,usedmntl,usedproz,usepsyc1,usepsyc2,usepsyc3,usepsyc4,useskill,wordsum,wrkstat,xnorcsiz,woman,region4
29,yes,,yes,yes,yes,yes,,yes,48,no,never,yes,0,middle class,1950,,only some,only some,high school,disagree,agree,agree,disagree,disagree,disagree,disagree,agree,disagree,agree,agree,agree,agree,,agree,agree,disagree,uncertain,disagree,,yes,dk,14,liberal,liberal,,,good,yes covered,not agree/dsagre,not agree/dsagre,not agree/dsagre,not agree/dsagre,not agree/dsagre,not agree/dsagre,not agree/dsagre,stongly agree,$40000 to 49999,not sure,,divorced,too little,,too little,,stongly agree,0,0,stongly agree,no partners,no partners,independent,slightly liberal,not agree/dsagre,not agree/dsagre,not agree/dsagre,not agree/dsagre,not agree/dsagre,not agree/dsagre,not agree/dsagre,not agree/dsagre,not agree/dsagre,yes,2,1,,very unlikely,very unlikely,mixed,strong disagree,strong disagree,strong disagree,strong disagree,very likely,very unlikely,mixed,mixed,mixed,not agree/dsagre,not agree/dsagre,not agree/dsagre,not agree/dsagre,not agree/dsagre,not agree/dsagre,not agree/dsagre,very likely,,white,foreign,w  sou  central,,none,none,,,no religion,town lt 50000,stongly agree,$40000 to 49999,65.800003,female,not at all,,,1007,12 lrgst smsa's,hardly ever,,,,,strong disagree,strong disagree,dont know,not agree/dsagre,strong disagree,not agree/dsagre,vignette e,1,,no,no,very unlikely,very unlikely,mixed,very unlikely,almost all,9,working fulltime,city gt 250000,Woman,South
30,yes,not wrong at all,yes,yes,yes,yes,not wrong at all,yes,61,,once a year,yes,2,middle class,1937,used last time,only some,only some,high school,,,,,,,,,,,,,,,,,,,,,,,13,liberal,liberal,no,neither agree nor disagree,excellent,,,,,,,,,,$30000 to 34999,,,divorced,,too little,,too little,,0,0,,no partners,no partners,not str republican,moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,white,w  sou central,w  sou  central,"yes, in relationship",protestant,protestant,none,protestant,not very strong,town lt 50000,,$30000 to 34999,37.700001,female,not at all,,,1007,12 lrgst smsa's,,,,,,,,,,,,,,not agree/dsagre,,,,,,,,0,working fulltime,city gt 250000,Woman,South
31,yes,,yes,yes,yes,yes,,yes,59,yes,sevrl times a yr,yes,2,middle class,1939,,,,bachelor,disagree,agree,agree,uncertain,disagree,uncertain,disagree,agree,disagree,agree,agree,agree,uncertain,uncertain,uncertain,disagree,disagree,uncertain,agree,disagree,yes,not agree/dsagre,16,liberal,fundamentalist,,,excellent,yes covered,disagree,agree,agree,agree,agree,not agree/dsagre,not agree/dsagre,not agree/dsagre,,yes,yes,divorced,,dk,,too much,stongly agree,0,0,agree,no partners,no partners,strong republican,slightly liberal,not agree/dsagre,disagree,not agree/dsagre,agree,agree,agree,agree,disagree,agree,yes,2,,,mixed,mixed,somewhat likely,strong disagree,strong disagree,strong disagree,strong disagree,very unlikely,somewht unlikely,mixed,somewhat likely,mixed,disagree,strong disagree,not agree/dsagre,agree,agree,agree,agree,somewhat likely,,white,w  sou central,w  sou  central,,protestant,protestant,,,not very strong,big-city suburb,stongly agree,refused,60.599998,male,not at all,,,1007,12 lrgst smsa's,sometimes,dk,no,no,no,stongly agree,disagree,yes othr relatve,not agree/dsagre,agree,disagree,vignette b,agree,,yes,no,mixed,mixed,somewhat likely,somewhat likely,a lot,7,working fulltime,city gt 250000,Man,South
32,,not wrong at all,,,,,always wrong,,73,,lt once a year,yes,4,middle class,1925,not used,only some,only some,high school,,,,,,,,,,,,,,,,,,,,,,,12,fundamentalist,moderate,no,strongly agree,good,,,,,,,,,,,,no,married,,about right,,too much,,0,300,,2 partners,2 partners,independent,moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,white,w  sou central,w  sou  central,"yes, in relationship",protestant,protestant,,protestant,somewhat strong,50000 to 250000,,refused,82.699997,male,2-3 per week,exclusively female,exclusively female,1007,12 lrgst smsa's,,yes,yes,yes,yes,,,,,,,,,agree,,,,,,,,0,working parttime,city gt 250000,Man,South
33,,,dk,,dk,dk,,dk,51,,nrly every week,yes,3,middle class,1947,,only some,only some,high school,,,,,,,,,,,,,,,,,,,,,,,15,liberal,fundamentalist,no,,good,,,,,,,,,,,,,divorced,too much,,too little,,,0,0,,no partners,no partners,independent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,white,w  sou central,w  sou  central,,jewish,protestant,,,strong,town lt 50000,,refused,76.400002,male,not at all,,,1007,12 lrgst smsa's,,,,,,,,,,,,,,,,,,,,,,0,working fulltime,city gt 250000,Man,South
34,yes,,yes,yes,yes,yes,,yes,56,yes,every week,yes,4,middle class,1942,,,,high school,disagree,disagree,agree,uncertain,agree,agree,disagree,agree,disagree,agree,agree,uncertain,agree,uncertain,uncertain,agree,disagree,uncertain,uncertain,disagree,yes,not agree/dsagre,12,liberal,liberal,,,poor,yes covered,disagree,not agree/dsagre,agree,agree,not agree/dsagre,disagree,not agree/dsagre,agree,,no,yes,divorced,too little,,too little,,disagree,0,0,not agree/dsagre,no partners,no partners,not str republican,liberal,cant choose,agree,disagree,agree,agree,not agree/dsagre,not agree/dsagre,not agree/dsagre,agree,yes,1,,,very likely,very likely,very likely,agree,agree,agree,agree,somewhat likely,somewhat likely,very likely,very likely,very likely,dont know,agree,disagree,agree,agree,agree,agree,somewht unlikely,,white,w  sou central,w  sou  central,,protestant,protestant,,,somewhat strong,city gt 250000,agree,refused,63.200001,female,not at all,,,1007,12 lrgst smsa's,sometimes,yes,no,no,no,agree,stongly agree,yes myself,agree,agree,disagree,vignette a,agree,,no,no,somewhat likely,very likely,very likely,very likely,,10,working fulltime,city gt 250000,Woman,South
35,,always wrong,,,,,always wrong,,41,,sevrl times a yr,yes,0,middle class,1957,not used,only some,only some,high school,,,,,,,,,,,,,,,,,,,,,,,14,fundamentalist,fundamentalist,no,disagree,excellent,,,,,,,,,,$40000 to 49999,,dk,divorced,too little,,too little,,,0,12,,2 partners,4 partners,"ind,near rep",moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,white,w  nor central,w  sou  central,"yes, in relationship",protestant,protestant,fundamentalist,protestant,somewhat strong,town lt 50000,,$40000 to 49999,50.299999,male,once a month,exclusively female,exclusively female,1007,12 lrgst smsa's,,dk,no,no,no,,,,,,,,,not agree/dsagre,,,,,,,,0,working fulltime,city gt 250000,Man,South
36,yes,not wrong at all,yes,yes,yes,yes,not wrong at all,yes,64,,more thn once wk,yes,3,working class,1934,not used,,,high school,,,,,,,,,,,,,,,,,,,,,,,13,liberal,liberal,yes,agree,good,,,,,,,,,,$22500 to 24999,,dk,widowed,,too little,,too much,,1,0,,1 partner,1 partner,not str republican,moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,white,w  sou central,w  sou  central,"yes, in relationship",protestant,protestant,none,protestant,dk,city gt 250000,,,33.099998,female,once or twice,exclusively male,exclusively male,1007,12 lrgst smsa's,,yes,no,no,no,,,,,,,,,disagree,,,,,,,,0,retired,city gt 250000,Woman,South
37,,,,,,,,,50,no,once a year,no,2,middle class,1948,not used,only some,only some,bachelor,uncertain,uncertain,agree,uncertain,uncertain,agree,uncertain,agree,uncertain,uncertain,uncertain,uncertain,uncertain,uncertain,uncertain,disagree,disagree,uncertain,uncertain,uncertain,yes,not agree/dsagre,16,,moderate,,,good,yes covered,disagree,agree,not agree/dsagre,agree,not agree/dsagre,strongly agree,agree,agree,$22500 to 24999,yes,yes,divorced,too little,,too little,,not agree/dsagre,10,,agree,no partners,no partners,"ind,near dem",liberal,disagree,disagree,disagree,agree,agree,agree,agree,disagree,agree,yes,2,,,somewhat likely,mixed,very likely,agree,strongly agree,strongly agree,strongly agree,somewhat likely,mixed,somewhat likely,mixed,very likely,strong disagree,not agree/dsagre,not agree/dsagre,agree,agree,agree,agree,mixed,,white,foreign,w  sou  central,"yes, in relationship",inter-nondenominational,protestant,,,not very strong,50000 to 250000,not agree/dsagre,$22500 to 24999,82.699997,female,not at all,,,1007,12 lrgst smsa's,hardly ever,yes,no,no,no,not agree/dsagre,not agree/dsagre,yes othr relatve,not agree/dsagre,not agree/dsagre,agree,vignette c,not agree/dsagre,,no,no,somewhat likely,very likely,very likely,very likely,a lot,9,working fulltime,city gt 250000,Woman,South
38,,not wrong at all,,,,,always wrong,,31,,once a year,yes,2,middle class,1967,not used,a great deal,a great deal,high school,,,,,,,,,,,,,,,,,,,,,,,11,moderate,moderate,no,disagree,excellent,,,,,,,,,,,,yes,divorced,too little,,too little,,,0,40,,2 partners,21-100 partners,independent,slghtly conservative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,other,w  sou central,w  sou  central,"yes, in relationship",catholic,catholic,,catholic,strong,50000 to 250000,,refused,64.099998,male,2-3 per week,exclusively female,exclusively female,24,"suburb, 12 lrgst",,yes,no,no,no,,,,,,,,,disagree,,,,,,,,0,working fulltime,"suburb, lrg city",Man,South
39,no,wrong only sometimes,no,yes,no,no,always wrong,yes,25,,sevrl times a yr,yes,4,lower class,1973,not used,,,lt high school,,,,,,,,,,,,,,,,,,,,,,,9,moderate,moderate,no,neither agree nor disagree,fair,,,,,,,,,,$8 000 to 9 999,,dk,married,,about right,,too much,,1,0,,1 partner,1 partner,independent,moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,other,w  sou central,w  sou  central,"yes, in relationship",catholic,catholic,,catholic,not very strong,city gt 250000,,,,female,2-3 per week,exclusively male,exclusively male,24,"suburb, 12 lrgst",,no,no,no,no,,,,,,,,,agree,,,,,,,,0,keeping house,"suburb, lrg city",Woman,South
40,no,not wrong at all,yes,yes,yes,yes,not wrong at all,yes,27,,every week,no,eight or more,working class,1971,not used,hardly any,a great deal,high school,,,,,,,,,,,,,,,,,,,,,,,12,fundamentalist,moderate,no,agree,excellent,,,,,,,,,,$35000 to 39999,,,married,too little,,too little,,,0,41,,5-10 partners,21-100 partners,"ind,near dem",slghtly conservative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,white,foreign,w  sou  central,"yes, in relationship",protestant,catholic,none,catholic,strong,farm,,$25000 to 29999,25.799999,male,4+ per week,exclusively female,exclusively female,24,"suburb, 12 lrgst",,,,,,,,,,,,,,strongly agree,,,,,,,,0,working fulltime,"suburb, lrg city",Man,South
41,no,,no,yes,no,no,,no,50,yes,every week,yes,4,upper class,1948,not used,only some,a great deal,bachelor,uncertain,uncertain,strongly agree,disagree,disagree,disagree,strong disagree,agree,disagree,uncertain,agree,uncertain,agree,disagree,uncertain,agree,strong disagree,disagree,uncertain,disagree,yes,disagree,16,moderate,liberal,,,good,yes covered,agree,agree,agree,disagree,agree,agree,agree,agree,,not sure,,married,about right,,about right,,agree,1,0,not agree/dsagre,1 partner,1 partner,not str republican,conservative,strong disagree,strong disagree,strong disagree,strongly agree,strongly agree,strongly agree,strongly agree,not agree/dsagre,not agree/dsagre,yes,2,,,dk,dk,dk,cant choose,cant choose,cant choose,cant choose,mixed,somewht unlikely,mixed,mixed,mixed,disagree,disagree,disagree,agree,agree,agree,agree,very likely,,white,south atlantic,w  sou  central,"yes, in relationship",protestant,protestant,,,strong,50000 to 250000,agree,refused,60.599998,female,2-3 times a month,exclusively male,exclusively male,22,"suburb, 12 lrgst",often,,,,,disagree,disagree,yes othr relatve,agree,agree,agree,vignette e,agree,,yes,not sure,mixed,mixed,mixed,mixed,almost none,6,working parttime,"suburb, lrg city",Woman,South
42,,,dk,,dk,dk,,dk,81,,nrly every week,yes,eight or more,upper class,1917,,,,high school,,,,,,,,,,,,,,,,,,,,,,,14,fundamentalist,fundamentalist,,,dk,,,,,,,,,,,,dk,widowed,,too little,,too little,,0,0,,no partners,no partners,strong republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,white,w  sou central,w  sou  central,,protestant,protestant,mainline,,,town lt 50000,,,,female,not at all,,,22,"suburb, 12 lrgst",,dk,dk,dk,dk,,,,,,,,,,,,,,,,,0,keeping house,"suburb, lrg city",Woman,South
43,,almost always wrong,,,,,always wrong,,50,,2-3x a month,yes,5,upper class,1948,not used,a great deal,a great deal,bachelor,,,,,,,,,,,,,,,,,,,,,,,16,liberal,liberal,no,disagree,excellent,,,,,,,,,,$110000 or over,,no,married,,about right,,about right,,0,5,,1 partner,1 partner,"ind,near rep",conservative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,white,w  sou central,w  sou  central,"yes, in relationship",protestant,protestant,evangelical,protestant,somewhat strong,city gt 250000,,$110 000 over,53.700001,male,2-3 times a month,exclusively female,exclusively female,22,"suburb, 12 lrgst",,no,no,no,no,,,,,,,,,agree,,,,,,,,0,working fulltime,"suburb, lrg city",Man,South
44,,,,,,,,,19,know know,2-3x a month,yes,0,upper class,1979,,a great deal,a great deal,lt high school,disagree,agree,agree,disagree,strong disagree,strong disagree,strong disagree,strongly agree,strong disagree,strongly agree,strongly agree,agree,strongly agree,disagree,agree,agree,strong disagree,uncertain,disagree,disagree,yes,strong disagree,11,moderate,moderate,,,excellent,yes covered,agree,not agree/dsagre,dont know,not agree/dsagre,agree,agree,dont know,stongly agree,$110000 or over,yes,no,never married,about right,,about right,,agree,0,0,not agree/dsagre,no partners,no partners,"ind,near rep",moderate,disagree,not agree/dsagre,disagree,agree,agree,agree,agree,disagree,agree,yes,2,1,,somewht unlikely,somewht unlikely,somewhat likely,disagree,disagree,disagree,agree,somewht unlikely,somewhat likely,mixed,somewhat likely,somewhat likely,strong disagree,not agree/dsagre,disagree,strong disagree,agree,strongly agree,agree,somewhat likely,no,white,w  sou central,w  sou  central,,protestant,protestant,,,strong,city gt 250000,agree,dk,38.900002,female,not at all,,,22,"suburb, 12 lrgst",,no,no,no,no,agree,agree,no,agree,agree,stongly agree,vignette c,agree,,no,no,somewhat likely,mixed,somewhat likely,very likely,,10,school,"suburb, lrg city",Woman,South
45,yes,not wrong at all,yes,yes,yes,yes,not wrong at all,yes,71,,more thn once wk,yes,3,middle class,1927,used last time,,,graduate,,,,,,,,,,,,,,,,,,,,,,,18,moderate,moderate,no,disagree,good,,,,,,,,,,$30000 to 34999,,yes,widowed,about right,,too little,,,1,0,,no partners,no partners,strong republican,conservative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,white,w  sou central,w  sou  central,"yes, in relationship",protestant,protestant,mainline,protestant,strong,city gt 250000,,,78.5,female,not at all,,,22,"suburb, 12 lrgst",,yes,no,no,no,,,,,,,,,agree,,,,,,,,0,retired,"suburb, lrg city",Woman,South
46,no,,yes,yes,no,yes,,yes,56,yes,more thn once wk,yes,2,middle class,1942,not used,a great deal,a great deal,bachelor,strong disagree,uncertain,strongly agree,disagree,disagree,disagree,disagree,agree,disagree,agree,agree,uncertain,agree,disagree,agree,agree,disagree,uncertain,uncertain,strong disagree,no,disagree,17,liberal,liberal,,,excellent,yes covered,disagree,strongly agree,agree,strongly agree,strongly agree,strongly agree,strongly agree,stongly agree,$110000 or over,yes,,married,,dk,,too little,stongly agree,1,0,stongly agree,1 partner,1 partner,"ind,near dem",liberal,not agree/dsagre,agree,cant choose,agree,agree,agree,agree,disagree,cant choose,yes,1,4,,very unlikely,very unlikely,very unlikely,strong disagree,strong disagree,strong disagree,strong disagree,very likely,very unlikely,somewhat likely,very unlikely,very likely,strong disagree,agree,disagree,strongly agree,agree,agree,agree,mixed,,white,w  sou central,w  sou  central,"yes, in relationship",protestant,protestant,,,strong,city gt 250000,stongly agree,$90000- $109999,82.699997,female,2-3 per week,exclusively male,exclusively male,22,"suburb, 12 lrgst",always,,,,,agree,agree,yes othr relatve,agree,disagree,stongly agree,vignette f,agree,,no,no,mixed,somewhat likely,somewhat likely,very likely,almost all,10,working parttime,"suburb, lrg city",Woman,South
47,no,,dk,yes,no,no,,yes,57,yes,,yes,3,middle class,1941,not used,only some,a great deal,bachelor,strong disagree,uncertain,strongly agree,agree,agree,agree,disagree,agree,disagree,agree,agree,uncertain,uncertain,strong disagree,disagree,uncertain,strong disagree,strong disagree,strong disagree,strong disagree,yes,agree,16,liberal,liberal,,,excellent,yes covered,strong disagree,agree,agree,agree,agree,strongly agree,agree,agree,,no,,married,,too little,,too little,agree,0,10,disagree,1 partner,1 partner,"ind,near dem",slghtly conservative,cant choose,agree,disagree,agree,agree,agree,agree,disagree,agree,yes,2,,,very unlikely,very unlikely,very likely,disagree,strongly agree,strongly agree,disagree,very likely,very unlikely,very unlikely,somewht unlikely,very likely,strong disagree,agree,agree,agree,agree,agree,agree,very likely,,white,new england,w  sou  central,"yes, in relationship",protestant,protestant,,,,town lt 50000,agree,refused,87.900002,male,2-3 per week,exclusively female,exclusively female,447,smsa's 13-100,sometimes,,,,,agree,not agree/dsagre,yes immed reltve,strong disagree,agree,agree,vignette f,1,,no,no,somewhat likely,somewhat likely,very likely,mixed,almost all,9,working fulltime,city gt 250000,Man,South
48,no,dk,yes,yes,no,no,always wrong,yes,45,,more thn once wk,yes,0,middle class,1953,,,,bachelor,,,,,,,,,,,,,,,,,,,,,,,16,fundamentalist,fundamentalist,yes,disagree,excellent,,,,,,,,,,$90000 - $109999,,no,never married,about right,,too little,,,0,0,,no partners,no partners,not str republican,conservative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,white,w  sou central,w  sou  central,,protestant,protestant,fundamentalist,protestant,strong,town lt 50000,,$90000- $109999,92.300003,female,not at all,,,447,smsa's 13-100,,no,no,no,no,,,,,,,,,strongly agree,,,,,,,,0,working fulltime,city gt 250000,Woman,South
49,no,wrong only sometimes,no,yes,no,no,always wrong,yes,56,,every week,yes,0,lower class,1942,not used,only some,only some,bachelor,,,,,,,,,,,,,,,,,,,,,,,16,fundamentalist,,no,agree,fair,,,,,,,,,,$7 000 to 7 999,,,divorced,about right,,too little,,,1,0,,no partners,no partners,strong republican,extrmly conservative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,white,south atlantic,w  sou  central,"yes, in relationship",protestant,protestant,evangelical,protestant,strong,town lt 50000,,$7 000 to 7 999,36.5,female,not at all,,,447,smsa's 13-100,,,,,,,,,,,,,,agree,,,,,,,,0,working parttime,city gt 250000,Woman,South
50,,,,,,,,,25,,more thn once wk,yes,0,middle class,1973,used last time,a great deal,hardly any,bachelor,uncertain,agree,agree,uncertain,uncertain,disagree,disagree,agree,disagree,uncertain,uncertain,uncertain,agree,uncertain,uncertain,uncertain,agree,disagree,disagree,agree,,strong disagree,16,fundamentalist,fundamentalist,,,excellent,no not covered,agree,agree,agree,disagree,not agree/dsagre,not agree/dsagre,not agree/dsagre,stongly agree,$25000 to 29999,no,no,never married,too little,,about right,,stongly agree,0,1,not agree/dsagre,no partners,1 partner,independent,moderate,cant choose,cant choose,cant choose,cant choose,cant choose,cant choose,cant choose,cant choose,cant choose,yes,15,,,very unlikely,very unlikely,very unlikely,strong disagree,strong disagree,strong disagree,strong disagree,very unlikely,mixed,mixed,mixed,mixed,not agree/dsagre,not agree/dsagre,not agree/dsagre,not agree/dsagre,not agree/dsagre,not agree/dsagre,not agree/dsagre,mixed,,white,w  sou central,w  sou  central,"yes, in relationship",protestant,protestant,,,strong,city gt 250000,stongly agree,$20000 to 22499,76.400002,male,not at all,,exclusively female,447,smsa's 13-100,,no,no,no,no,strong disagree,strong disagree,yes immed reltve,not agree/dsagre,not agree/dsagre,agree,vignette c,agree,,,no,somewht unlikely,somewht unlikely,somewht unlikely,somewht unlikely,,4,school,city gt 250000,Man,South
